Phone Number,Messages,Phone Calls
330-555-8756,5,5
330-555-8757,13,1
330-555-8758,0,7
330-555-8759,7,8
330-555-8760,8,7
330-555-8761,20,6
330-555-8762,5,10
330-555-8763,5,2
330-555-8764,2,2
330-555-8765,4,1
330-555-8766,18,9
330-555-8767,10,10
330-555-8768,11,5
330-555-8769,9,9
330-555-8770,9,5
330-555-8771,7,10
330-555-8772,4,1
330-555-8773,14,4
330-555-8774,14,4
330-555-8775,11,0
330-555-8776,10,9
330-555-8777,1,8
330-555-8778,17,6
330-555-8779,11,1
330-555-8780,1,7
330-555-8781,10,5
330-555-8782,5,6
330-555-8783,17,2
330-555-8784,14,6
330-555-8785,8,7
330-555-8786,4,4
330-555-8787,0,7
330-555-8788,16,9
330-555-8789,11,5
330-555-8790,0,2
330-555-8791,18,0
330-555-8792,1,10
330-555-8793,6,4
330-555-8794,9,6
330-555-8795,13,6
330-555-8796,12,5
330-555-8797,12,3
330-555-8798,10,3
330-555-8799,9,6
330-555-8800,2,4
330-555-8801,11,10
330-555-8802,20,4
330-555-8803,20,3
330-555-8804,17,5
330-555-8805,0,0
330-555-8806,2,4
330-555-8807,15,2
330-555-8808,7,2
330-555-8809,4,2
330-555-8810,4,10
330-555-8811,4,1
330-555-8812,19,8
330-555-8813,7,5
330-555-8814,17,2
330-555-8815,3,6
330-555-8816,9,10
330-555-8817,2,1
330-555-8818,3,9
330-555-8819,4,9
330-555-8820,11,7
330-555-8821,4,7
330-555-8822,16,2
330-555-8823,16,6
330-555-8824,2,0
330-555-8825,13,3
330-555-8826,6,7
330-555-8827,7,4
330-555-8828,2,4
330-555-8829,18,1
330-555-8830,0,3
330-555-8831,0,8
330-555-8832,13,2
330-555-8833,13,4
330-555-8834,1,6
330-555-8835,20,5
330-555-8836,5,8
330-555-8837,6,7
330-555-8838,13,7
330-555-8839,16,5
330-555-8840,18,4
330-555-8841,1,3
330-555-8842,1,10
330-555-8843,8,8
330-555-8844,7,10
330-555-8845,1,8
330-555-8846,14,0
330-555-8847,0,4
330-555-8848,8,9
330-555-8849,1,9
330-555-8850,8,6
330-555-8851,3,0
330-555-8852,9,1
330-555-8853,0,3
330-555-8854,4,6
330-555-8855,3,8
330-555-8856,16,10
330-555-8857,16,3
330-555-8858,13,4
330-555-8859,20,7
330-555-8860,1,9
330-555-8861,11,0
330-555-8862,7,4
330-555-8863,3,6
330-555-8864,15,2
330-555-8865,8,5
330-555-8866,9,6
330-555-8867,10,6
330-555-8868,17,8
330-555-8869,14,9
330-555-8870,14,7
330-555-8871,15,6
330-555-8872,8,6
330-555-8873,2,3
330-555-8874,18,10
330-555-8875,10,7
330-555-8876,19,8
330-555-8877,13,8
330-555-8878,13,0
330-555-8879,18,10
330-555-8880,8,7
330-555-8881,1,3
330-555-8882,2,9
330-555-8883,2,2
330-555-8884,19,1
330-555-8885,17,7
330-555-8886,4,4
330-555-8887,10,10
330-555-8888,8,10
330-555-8889,12,7
330-555-8890,4,2
330-555-8891,13,10
330-555-8892,16,4
330-555-8893,20,3
330-555-8894,19,5
330-555-8895,16,1
330-555-8896,4,2
330-555-8897,17,10
330-555-8898,9,10
330-555-8899,13,10
330-555-8900,0,2
330-555-8901,8,7
330-555-8902,13,4
330-555-8903,4,6
330-555-8904,4,9
330-555-8905,17,9
330-555-8906,9,2
330-555-8907,4,6
330-555-8908,20,5
330-555-8909,16,10
330-555-8910,4,4
330-555-8911,12,9
330-555-8912,12,1
330-555-8913,12,10
330-555-8914,20,6
330-555-8915,2,4
330-555-8916,8,7
330-555-8917,4,8
330-555-8918,10,8
330-555-8919,1,1
330-555-8920,15,3
330-555-8921,16,8
330-555-8922,13,5
330-555-8923,8,9
330-555-8924,19,0
330-555-8925,11,10
330-555-8926,18,1
330-555-8927,20,1
330-555-8928,11,1
330-555-8929,16,5
330-555-8930,13,9
330-555-8931,15,4
330-555-8932,8,5
330-555-8933,0,7
330-555-8934,5,7
330-555-8935,20,3
330-555-8936,3,7
330-555-8937,20,4
330-555-8938,12,6
330-555-8939,4,6
330-555-8940,18,9
330-555-8941,15,9
330-555-8942,8,8
330-555-8943,4,1
330-555-8944,6,5
330-555-8945,17,1
330-555-8946,5,8
330-555-8947,9,4
330-555-8948,19,0
330-555-8949,0,6
330-555-8950,1,2
330-555-8951,13,8
330-555-8952,13,4
330-555-8953,0,8
330-555-8954,14,5
330-555-8955,16,3
330-555-8956,5,3
330-555-8957,1,3
330-555-8958,9,6
330-555-8959,12,6
330-555-8960,2,9
330-555-8961,13,1
330-555-8962,5,0
330-555-8963,0,8
330-555-8964,2,4
330-555-8965,7,4
330-555-8966,4,4
330-555-8967,5,4
330-555-8968,11,0
330-555-8969,4,4
330-555-8970,5,3
330-555-8971,12,1
330-555-8972,1,9
330-555-8973,12,10
330-555-8974,0,7
330-555-8975,18,4
330-555-8976,15,10
330-555-8977,15,5
330-555-8978,17,2
330-555-8979,5,4
330-555-8980,1,4
330-555-8981,14,3
330-555-8982,7,4
330-555-8983,7,10
330-555-8984,20,10
330-555-8985,12,3
330-555-8986,19,3
330-555-8987,0,1
330-555-8988,1,4
330-555-8989,11,7
330-555-8990,14,5
330-555-8991,3,4
330-555-8992,4,0
330-555-8993,0,5
330-555-8994,12,9
330-555-8995,14,5
330-555-8996,13,4
330-555-8997,7,4
330-555-8998,3,2
330-555-8999,2,6
330-555-9000,17,4
330-555-9001,18,3
330-555-9002,19,6
330-555-9003,1,2
330-555-9004,7,9
330-555-9005,11,10
330-555-9006,18,8
330-555-9007,20,10
330-555-9008,5,7
330-555-9009,12,0
330-555-9010,12,9
330-555-9011,3,4
330-555-9012,9,5
330-555-9013,1,7
330-555-9014,12,8
330-555-9015,12,3
330-555-9016,16,5
330-555-9017,6,6
330-555-9018,17,2
330-555-9019,7,3
330-555-9020,9,2
330-555-9021,6,5
330-555-9022,1,10
330-555-9023,20,8
330-555-9024,8,6
330-555-9025,5,1
330-555-9026,9,4
330-555-9027,17,4
330-555-9028,7,2
330-555-9029,14,2
330-555-9030,5,10
330-555-9031,18,4
330-555-9032,7,4
330-555-9033,13,10
330-555-9034,4,6
330-555-9035,5,3
330-555-9036,1,9
330-555-9037,9,1
330-555-9038,19,5
330-555-9039,2,3
330-555-9040,1,4
330-555-9041,17,4
330-555-9042,5,10
330-555-9043,3,10
330-555-9044,0,2
330-555-9045,19,8
330-555-9046,13,10
330-555-9047,6,2
330-555-9048,19,6
330-555-9049,16,4
330-555-9050,2,5
330-555-9051,2,2
330-555-9052,19,6
330-555-9053,5,1
330-555-9054,3,8
330-555-9055,9,5
330-555-9056,17,9
330-555-9057,10,10
330-555-9058,9,2
330-555-9059,3,3
330-555-9060,10,9
330-555-9061,20,8
330-555-9062,3,7
330-555-9063,7,10
330-555-9064,13,3
330-555-9065,11,6
330-555-9066,6,10
330-555-9067,13,3
330-555-9068,4,1
330-555-9069,18,5
330-555-9070,5,9
330-555-9071,0,8
330-555-9072,5,9
330-555-9073,1,5
330-555-9074,12,9
330-555-9075,7,7
330-555-9076,14,7
330-555-9077,13,6
330-555-9078,9,2
330-555-9079,2,4
330-555-9080,11,6
330-555-9081,3,1
330-555-9082,10,4
330-555-9083,20,5
330-555-9084,14,5
330-555-9085,4,10
330-555-9086,2,0
330-555-9087,4,0
330-555-9088,9,1
330-555-9089,17,5
330-555-9090,12,5
330-555-9091,12,8
330-555-9092,17,1
330-555-9093,3,3
330-555-9094,11,3
330-555-9095,16,3
330-555-9096,2,0
330-555-9097,18,2
330-555-9098,12,10
330-555-9099,12,0
330-555-9100,17,7
330-555-9101,7,6
330-555-9102,11,8
330-555-9103,18,4
330-555-9104,1,10
330-555-9105,1,4
330-555-9106,12,7
330-555-9107,18,8
330-555-9108,11,4
330-555-9109,5,2
330-555-9110,3,5
330-555-9111,1,3
330-555-9112,6,5
330-555-9113,1,1
330-555-9114,7,1
330-555-9115,10,3
330-555-9116,8,1
330-555-9117,6,2
330-555-9118,4,1
330-555-9119,2,1
330-555-9120,1,4
330-555-9121,5,1
330-555-9122,19,2
330-555-9123,16,10
330-555-9124,14,0
330-555-9125,14,7
330-555-9126,9,10
330-555-9127,4,3
330-555-9128,17,8
330-555-9129,1,1
330-555-9130,3,4
330-555-9131,14,1
330-555-9132,9,7
330-555-9133,6,9
330-555-9134,12,2
330-555-9135,19,6
330-555-9136,14,4
330-555-9137,15,2
330-555-9138,7,6
330-555-9139,11,1
330-555-9140,6,8
330-555-9141,12,8
330-555-9142,19,7
330-555-9143,5,10
330-555-9144,18,3
330-555-9145,5,4
330-555-9146,17,2
330-555-9147,19,6
330-555-9148,1,10
330-555-9149,8,10
330-555-9150,20,4
330-555-9151,19,3
330-555-9152,9,6
330-555-9153,3,10
330-555-9154,15,8
330-555-9155,16,0
330-555-9156,6,0
330-555-9157,18,8
330-555-9158,20,3
330-555-9159,11,7
330-555-9160,11,8
330-555-9161,11,7
330-555-9162,17,7
330-555-9163,11,1
330-555-9164,12,8
330-555-9165,16,9
330-555-9166,20,0
330-555-9167,13,7
330-555-9168,12,3
330-555-9169,13,8
330-555-9170,2,0
330-555-9171,14,8
330-555-9172,10,1
330-555-9173,11,0
330-555-9174,5,8
330-555-9175,0,5
330-555-9176,18,5
330-555-9177,4,6
330-555-9178,10,7
330-555-9179,7,9
330-555-9180,6,2
330-555-9181,0,2
330-555-9182,20,7
330-555-9183,8,2
330-555-9184,19,9
330-555-9185,10,5
330-555-9186,1,10
330-555-9187,13,6
330-555-9188,11,5
330-555-9189,13,2
330-555-9190,3,10
330-555-9191,13,3
330-555-9192,18,5
330-555-9193,15,7
330-555-9194,1,6
330-555-9195,9,6
330-555-9196,11,1
330-555-9197,15,6
330-555-9198,9,10
330-555-9199,17,0
330-555-9200,5,9
330-555-9201,8,7
330-555-9202,9,10
330-555-9203,2,3
330-555-9204,5,6
330-555-9205,20,4
330-555-9206,0,10
330-555-9207,1,4
330-555-9208,12,5
330-555-9209,7,7
330-555-9210,16,6
330-555-9211,17,9
330-555-9212,15,0
330-555-9213,20,5
330-555-9214,12,10
330-555-9215,18,1
330-555-9216,18,10
330-555-9217,12,1
330-555-9218,9,0
330-555-9219,5,3
330-555-9220,15,6
330-555-9221,12,8
330-555-9222,8,6
330-555-9223,3,7
330-555-9224,10,5
330-555-9225,11,4
330-555-9226,12,9
330-555-9227,4,0
330-555-9228,0,2
330-555-9229,20,7
330-555-9230,14,5
330-555-9231,9,7
330-555-9232,5,1
330-555-9233,16,0
330-555-9234,10,6
330-555-9235,16,5
330-555-9236,15,0
330-555-9237,13,8
330-555-9238,8,6
330-555-9239,20,7
330-555-9240,2,6
330-555-9241,14,5
330-555-9242,12,0
330-555-9243,10,10
330-555-9244,18,3
330-555-9245,14,2
330-555-9246,20,4
330-555-9247,4,3
330-555-9248,9,3
330-555-9249,0,6
330-555-9250,11,10
330-555-9251,14,8
330-555-9252,0,8
330-555-9253,0,3
330-555-9254,14,0
330-555-9255,11,2
330-555-9256,8,1
330-555-9257,19,9
330-555-9258,0,9
330-555-9259,4,10
330-555-9260,4,9
330-555-9261,0,7
330-555-9262,20,10
330-555-9263,19,1
330-555-9264,7,3
330-555-9265,5,2
330-555-9266,4,2
330-555-9267,3,10
330-555-9268,5,2
330-555-9269,12,10
330-555-9270,13,6
330-555-9271,9,7
330-555-9272,4,5
330-555-9273,17,7
330-555-9274,6,8
330-555-9275,18,7
330-555-9276,19,4
330-555-9277,2,0
330-555-9278,17,2
330-555-9279,10,5
330-555-9280,9,0
330-555-9281,18,8
330-555-9282,14,9
330-555-9283,11,2
330-555-9284,11,4
330-555-9285,16,7
330-555-9286,16,9
330-555-9287,20,2
330-555-9288,19,0
330-555-9289,19,9
330-555-9290,4,3
330-555-9291,11,5
330-555-9292,3,9
330-555-9293,6,6
330-555-9294,15,0
330-555-9295,17,0
330-555-9296,20,5
330-555-9297,13,5
330-555-9298,13,7
330-555-9299,11,3
330-555-9300,20,5
330-555-9301,4,1
330-555-9302,13,4
330-555-9303,16,5
330-555-9304,0,6
330-555-9305,12,4
330-555-9306,8,8
330-555-9307,6,8
330-555-9308,19,4
330-555-9309,17,0
330-555-9310,9,7
330-555-9311,15,1
330-555-9312,1,4
330-555-9313,15,3
330-555-9314,5,7
330-555-9315,14,8
330-555-9316,17,7
330-555-9317,9,9
330-555-9318,11,10
330-555-9319,20,10
330-555-9320,19,2
330-555-9321,12,9
330-555-9322,8,8
330-555-9323,10,10
330-555-9324,10,10
330-555-9325,4,7
330-555-9326,6,6
330-555-9327,13,9
330-555-9328,5,6
330-555-9329,20,3
330-555-9330,20,10
330-555-9331,6,6
330-555-9332,5,8
330-555-9333,19,2
330-555-9334,5,6
330-555-9335,2,0
330-555-9336,17,10
330-555-9337,8,10
330-555-9338,2,7
330-555-9339,12,9
330-555-9340,18,8
330-555-9341,19,7
330-555-9342,9,4
330-555-9343,4,10
330-555-9344,6,8
330-555-9345,6,9
330-555-9346,2,8
330-555-9347,16,0
330-555-9348,13,4
330-555-9349,20,9
330-555-9350,1,0
330-555-9351,15,3
330-555-9352,4,9
330-555-9353,16,5
330-555-9354,3,8
330-555-9355,0,6
330-555-9356,10,10
330-555-9357,14,4
330-555-9358,13,7
330-555-9359,15,9
330-555-9360,10,1
330-555-9361,18,1
330-555-9362,12,8
330-555-9363,8,9
330-555-9364,11,5
330-555-9365,9,3
330-555-9366,1,8
330-555-9367,4,7
330-555-9368,12,7
330-555-9369,0,7
330-555-9370,2,1
330-555-9371,10,8
330-555-9372,6,1
330-555-9373,2,9
330-555-9374,11,1
330-555-9375,17,10
330-555-9376,17,0
330-555-9377,7,1
330-555-9378,6,7
330-555-9379,11,0
330-555-9380,20,0
330-555-9381,0,9
330-555-9382,4,10
330-555-9383,9,9
330-555-9384,10,1
330-555-9385,18,7
330-555-9386,2,5
330-555-9387,3,0
330-555-9388,0,6
330-555-9389,1,10
330-555-9390,17,10
330-555-9391,2,6
330-555-9392,9,0
330-555-9393,8,10
330-555-9394,12,3
330-555-9395,17,4
330-555-9396,7,6
330-555-9397,18,7
330-555-9398,0,9
330-555-9399,3,9
330-555-9400,12,10
330-555-9401,20,7
330-555-9402,13,2
330-555-9403,5,1
330-555-9404,9,5
330-555-9405,9,7
330-555-9406,16,6
330-555-9407,16,5
330-555-9408,6,2
330-555-9409,6,8
330-555-9410,20,1
330-555-9411,12,3
330-555-9412,15,7
330-555-9413,11,1
330-555-9414,6,2
330-555-9415,7,9
330-555-9416,10,0
330-555-9417,13,6
330-555-9418,8,0
330-555-9419,5,8
330-555-9420,16,4
330-555-9421,4,1
330-555-9422,7,6
330-555-9423,12,5
330-555-9424,4,5
330-555-9425,4,1
330-555-9426,2,7
330-555-9427,3,9
330-555-9428,2,6
330-555-9429,6,5
330-555-9430,13,6
330-555-9431,9,3
330-555-9432,11,7
330-555-9433,8,8
330-555-9434,1,1
330-555-9435,5,9
330-555-9436,11,3
330-555-9437,5,5
330-555-9438,1,3
330-555-9439,13,2
330-555-9440,9,9
330-555-9441,1,5
330-555-9442,19,10
330-555-9443,3,5
330-555-9444,10,3
330-555-9445,1,3
330-555-9446,15,0
330-555-9447,20,7
330-555-9448,17,4
330-555-9449,11,1
330-555-9450,1,6
330-555-9451,5,4
330-555-9452,11,4
330-555-9453,15,2
330-555-9454,16,8
330-555-9455,15,3
330-555-9456,4,5
330-555-9457,11,7
330-555-9458,17,1
330-555-9459,18,10
330-555-9460,20,0
330-555-9461,14,4
330-555-9462,2,1
330-555-9463,5,3
330-555-9464,7,3
330-555-9465,6,1
330-555-9466,6,6
330-555-9467,12,6
330-555-9468,2,3
330-555-9469,5,5
330-555-9470,9,2
330-555-9471,8,9
330-555-9472,15,6
330-555-9473,20,7
330-555-9474,10,6
330-555-9475,3,8
330-555-9476,11,1
330-555-9477,6,0
330-555-9478,8,3
330-555-9479,13,1
330-555-9480,9,5
330-555-9481,20,9
330-555-9482,4,7
330-555-9483,3,8
330-555-9484,15,5
330-555-9485,10,7
330-555-9486,4,6
330-555-9487,8,0
330-555-9488,5,6
330-555-9489,8,8
330-555-9490,0,0
330-555-9491,8,5
330-555-9492,18,8
330-555-9493,8,9
330-555-9494,15,9
330-555-9495,4,8
330-555-9496,3,8
330-555-9497,2,6
330-555-9498,14,1
330-555-9499,9,7
330-555-9500,18,4
330-555-9501,8,8
330-555-9502,14,9
330-555-9503,2,8
330-555-9504,9,3
330-555-9505,8,1
330-555-9506,8,0
330-555-9507,2,5
330-555-9508,18,0
330-555-9509,12,2
330-555-9510,11,7
330-555-9511,0,7
330-555-9512,9,4
330-555-9513,12,3
330-555-9514,11,5
330-555-9515,11,0
330-555-9516,3,5
330-555-9517,1,3
330-555-9518,4,8
330-555-9519,3,0
330-555-9520,15,10
330-555-9521,14,4
330-555-9522,6,3
330-555-9523,10,2
330-555-9524,3,6
330-555-9525,10,3
330-555-9526,13,7
330-555-9527,14,4
330-555-9528,10,4
330-555-9529,14,1
330-555-9530,4,7
330-555-9531,8,4
330-555-9532,5,10
330-555-9533,2,1
330-555-9534,19,5
330-555-9535,9,3
330-555-9536,13,2
330-555-9537,4,1
330-555-9538,20,2
330-555-9539,13,9
330-555-9540,9,1
330-555-9541,13,4
330-555-9542,0,5
330-555-9543,12,8
330-555-9544,4,1
330-555-9545,3,4
330-555-9546,12,3
330-555-9547,4,7
330-555-9548,16,8
330-555-9549,12,8
330-555-9550,7,6
330-555-9551,0,0
330-555-9552,9,6
330-555-9553,10,2
330-555-9554,20,6
330-555-9555,10,10
330-555-9556,14,2
330-555-9557,14,3
330-555-9558,15,1
330-555-9559,20,10
330-555-9560,0,9
330-555-9561,11,4
330-555-9562,1,7
330-555-9563,3,6
330-555-9564,2,8
330-555-9565,10,6
330-555-9566,7,0
330-555-9567,16,6
330-555-9568,8,0
330-555-9569,14,5
330-555-9570,5,0
330-555-9571,5,9
330-555-9572,2,2
330-555-9573,0,6
330-555-9574,6,7
330-555-9575,12,7
330-555-9576,6,10
330-555-9577,0,7
330-555-9578,3,10
330-555-9579,16,3
330-555-9580,12,3
330-555-9581,7,6
330-555-9582,13,9
330-555-9583,10,3
330-555-9584,14,0
330-555-9585,15,4
330-555-9586,14,1
330-555-9587,0,0
330-555-9588,17,0
330-555-9589,4,0
330-555-9590,18,4
330-555-9591,4,7
330-555-9592,9,4
330-555-9593,2,8
330-555-9594,10,7
330-555-9595,8,1
330-555-9596,18,9
330-555-9597,19,1
330-555-9598,10,6
330-555-9599,20,7
330-555-9600,9,9
330-555-9601,20,0
330-555-9602,4,5
330-555-9603,5,1
330-555-9604,8,0
330-555-9605,15,6
330-555-9606,20,1
330-555-9607,8,8
330-555-9608,0,4
330-555-9609,0,2
330-555-9610,11,6
330-555-9611,18,10
330-555-9612,18,0
330-555-9613,0,7
330-555-9614,8,1
330-555-9615,3,6
330-555-9616,7,10
330-555-9617,8,2
330-555-9618,17,9
330-555-9619,12,10
330-555-9620,2,6
330-555-9621,16,1
330-555-9622,13,4
330-555-9623,9,4
330-555-9624,4,4
330-555-9625,8,9
330-555-9626,18,8
330-555-9627,13,1
330-555-9628,14,4
330-555-9629,19,6
330-555-9630,2,3
330-555-9631,12,1
330-555-9632,14,3
330-555-9633,0,2
330-555-9634,14,3
330-555-9635,8,2
330-555-9636,15,3
330-555-9637,6,9
330-555-9638,20,7
330-555-9639,9,6
330-555-9640,10,4
330-555-9641,8,3
330-555-9642,10,8
330-555-9643,2,4
330-555-9644,11,3
330-555-9645,14,10
330-555-9646,6,0
330-555-9647,20,9
330-555-9648,3,4
330-555-9649,19,3
330-555-9650,6,10
330-555-9651,11,10
330-555-9652,19,6
330-555-9653,15,4
330-555-9654,9,1
330-555-9655,10,5
330-555-9656,3,2
330-555-9657,3,4
330-555-9658,20,7
330-555-9659,6,8
330-555-9660,16,8
330-555-9661,5,0
330-555-9662,4,7
330-555-9663,3,4
330-555-9664,3,9
330-555-9665,20,10
330-555-9666,7,6
330-555-9667,9,3
330-555-9668,18,6
330-555-9669,6,3
330-555-9670,1,2
330-555-9671,11,2
330-555-9672,8,3
330-555-9673,11,0
330-555-9674,4,0
330-555-9675,12,1
330-555-9676,6,9
330-555-9677,7,8
330-555-9678,9,5
330-555-9679,10,7
330-555-9680,16,4
330-555-9681,1,7
330-555-9682,9,2
330-555-9683,13,2
330-555-9684,3,8
330-555-9685,16,5
330-555-9686,7,7
330-555-9687,2,8
330-555-9688,17,0
330-555-9689,18,4
330-555-9690,1,5
330-555-9691,1,6
330-555-9692,7,3
330-555-9693,11,8
330-555-9694,4,8
330-555-9695,7,0
330-555-9696,20,1
330-555-9697,18,5
330-555-9698,3,3
330-555-9699,19,2
330-555-9700,14,0
330-555-9701,11,6
330-555-9702,1,6
330-555-9703,5,0
330-555-9704,4,3
330-555-9705,2,8
330-555-9706,7,8
330-555-9707,7,0
330-555-9708,10,6
330-555-9709,0,7
330-555-9710,2,7
330-555-9711,15,4
330-555-9712,3,1
330-555-9713,8,9
330-555-9714,5,5
330-555-9715,9,0
330-555-9716,1,3
330-555-9717,19,1
330-555-9718,18,9
330-555-9719,9,0
330-555-9720,16,10
330-555-9721,0,4
330-555-9722,16,10
330-555-9723,11,5
330-555-9724,12,2
330-555-9725,5,4
330-555-9726,1,8
330-555-9727,1,7
330-555-9728,14,4
330-555-9729,15,10
330-555-9730,15,9
330-555-9731,14,10
330-555-9732,4,3
330-555-9733,19,2
330-555-9734,4,6
330-555-9735,20,7
330-555-9736,10,1
330-555-9737,15,1
330-555-9738,3,2
330-555-9739,11,5
330-555-9740,20,10
330-555-9741,11,9
330-555-9742,5,0
330-555-9743,11,0
330-555-9744,7,10
330-555-9745,1,9
330-555-9746,8,7
330-555-9747,11,6
330-555-9748,17,8
330-555-9749,7,9
330-555-9750,5,5
330-555-9751,0,7
330-555-9752,16,5
330-555-9753,16,5
330-555-9754,5,7
330-555-9755,17,10
330-555-9756,13,9
330-555-9757,20,8
330-555-9758,13,7
330-555-9759,4,4
330-555-9760,7,9
330-555-9761,7,10
330-555-9762,5,9
330-555-9763,0,1
330-555-9764,2,6
330-555-9765,4,0
330-555-9766,19,10
330-555-9767,9,2
330-555-9768,4,3
330-555-9769,0,9
330-555-9770,8,6
330-555-9771,19,0
330-555-9772,5,4
330-555-9773,5,9
330-555-9774,14,7
330-555-9775,6,5
330-555-9776,20,7
330-555-9777,20,5
330-555-9778,14,0
330-555-9779,0,4
330-555-9780,5,7
330-555-9781,10,9
330-555-9782,20,2
330-555-9783,5,1
330-555-9784,17,2
330-555-9785,6,1
330-555-9786,15,0
330-555-9787,17,6
330-555-9788,1,4
330-555-9789,12,0
330-555-9790,3,1
330-555-9791,0,10
330-555-9792,0,7
330-555-9793,3,10
330-555-9794,13,3
330-555-9795,10,6
330-555-9796,3,1
330-555-9797,17,2
330-555-9798,17,10
330-555-9799,10,8
330-555-9800,18,4
330-555-9801,14,2
330-555-9802,9,4
330-555-9803,1,3
330-555-9804,15,6
330-555-9805,8,10
330-555-9806,20,3
330-555-9807,1,6
330-555-9808,13,2
330-555-9809,20,0
330-555-9810,10,8
330-555-9811,3,1
330-555-9812,14,5
330-555-9813,10,5
330-555-9814,8,4
330-555-9815,10,10
330-555-9816,17,6
330-555-9817,17,5
330-555-9818,8,8
330-555-9819,9,4
330-555-9820,17,4
330-555-9821,8,10
330-555-9822,12,3
330-555-9823,6,1
330-555-9824,16,8
330-555-9825,15,9
330-555-9826,19,6
330-555-9827,13,8
330-555-9828,8,2
330-555-9829,7,1
330-555-9830,4,7
330-555-9831,8,3
330-555-9832,11,2
330-555-9833,7,1
330-555-9834,9,2
330-555-9835,13,5
330-555-9836,3,1
330-555-9837,7,8
330-555-9838,14,0
330-555-9839,15,10
330-555-9840,18,9
330-555-9841,3,9
330-555-9842,19,10
330-555-9843,17,10
330-555-9844,15,10
330-555-9845,2,3
330-555-9846,18,7
330-555-9847,14,8
330-555-9848,20,8
330-555-9849,11,7
330-555-9850,9,10
330-555-9851,6,4
330-555-9852,16,1
330-555-9853,16,1
330-555-9854,8,0
330-555-9855,9,6
330-555-9856,2,6
330-555-9857,12,6
330-555-9858,11,9
330-555-9859,5,3
330-555-9860,14,7
330-555-9861,0,6
330-555-9862,11,6
330-555-9863,13,5
330-555-9864,4,10
330-555-9865,3,8
330-555-9866,6,3
330-555-9867,9,6
330-555-9868,12,6
330-555-9869,7,4
330-555-9870,20,5
330-555-9871,6,8
330-555-9872,3,2
330-555-9873,3,7
330-555-9874,1,4
330-555-9875,13,10
330-555-9876,3,4
330-555-9877,8,8
330-555-9878,1,10
330-555-9879,15,0
330-555-9880,14,2
330-555-9881,16,2
330-555-9882,13,7
330-555-9883,6,6
330-555-9884,16,9
330-555-9885,10,10
330-555-9886,1,5
330-555-9887,2,7
330-555-9888,12,5
330-555-9889,18,4
330-555-9890,3,0
330-555-9891,6,7
330-555-9892,5,8
330-555-9893,11,1
330-555-9894,6,7
330-555-9895,19,10
330-555-9896,12,10
330-555-9897,18,3
330-555-9898,14,3
330-555-9899,1,3
330-555-9900,7,6
330-555-9901,4,10
